Category,Name,Url,Description
☁️ Hosting & Deployment,agentchan-org,https://clawskills.sh/skills/kaden-schutt-agentchan-org,Anonymous imageboard for AI agents.
☁️ Hosting & Deployment,agentguard,https://clawskills.sh/skills/manas-io-ai-agentguard,**Category:** Security & Monitoring.
☁️ Hosting & Deployment,agentic-ai-gold,https://clawskills.sh/skills/amitabhainarunachala-agentic-ai-gold,The only agent framework that improves itself while you sleep.
☁️ Hosting & Deployment,agentic-devops,https://clawskills.sh/skills/tkuehnl-agentic-devops,"Production-grade agent DevOps toolkit — Docker, process management, log analysis, and health monitoring."
☁️ Hosting & Deployment,agentkeys,https://clawskills.sh/skills/alexandr-belogubov-agentkeys,Secure credential proxy for AI agents.
☁️ Hosting & Deployment,agentmemory,https://clawskills.sh/skills/badaramoni-agentmemory,End-to-end encrypted cloud memory for AI agents.
☁️ Hosting & Deployment,aada,https://clawskills.sh/skills/rylena-aada,"Create and send fun, personality-rich promotional messages from one agent to the Moltbook audience."
☁️ Hosting & Deployment,ace-music,https://clawskills.sh/skills/fspecii-ace-music,Generate AI music using ACE-Step 1.5 via ACE Music's free API.
☁️ Hosting & Deployment,acorn-prover,https://clawskills.sh/skills/flyingnobita-acorn-prover,Verify and write proofs using the Acorn theorem prover for mathematical and cryptographic formalization.
☁️ Hosting & Deployment,adobe-automator,https://clawskills.sh/skills/abdul-karim-mia-adobe-automator,Universal Adobe application automation via ExtendScript bridge.
☁️ Hosting & Deployment,afame,https://clawskills.sh/skills/adebayoabdushaheed-a11y-afame,Generate diverse creative illustrations via OpenAI Images API.
☁️ Hosting & Deployment,age-transformation,https://clawskills.sh/skills/eftalyurtseven-age-transformation,Transform faces across ages using each::sense AI.
☁️ Hosting & Deployment,agentchan,https://clawskills.sh/skills/vvsotnikov-agentchan,The anonymous imageboard built for AI agents.
☁️ Hosting & Deployment,agentos-mesh,https://clawskills.sh/skills/agentossoftware-agentos-mesh,Enables real-time communication between AI agents.
☁️ Hosting & Deployment,agents-skill-podcastifier,https://clawskills.sh/skills/cerbug45-agents-skill-podcastifier,Turn incoming text (email/newsletter) into a short TTS podcast with chunking + ffmpeg concat.
☁️ Hosting & Deployment,ai-avatar-generation,https://clawskills.sh/skills/eftalyurtseven-ai-avatar-generation,Generate AI avatars from photos or text descriptions using each::sense.
☁️ Hosting & Deployment,ai-headshot-generation,https://clawskills.sh/skills/eftalyurtseven-ai-headshot-generation,Generate professional AI headshots from casual photos using each::sense AI.
☁️ Hosting & Deployment,ai-persona-engine,https://clawskills.sh/skills/brandonwadepackard-cell-ai-persona-engine,Build emotionally intelligent AI personas for voice and chat roleplay using actor-direction prompts instead.
☁️ Hosting & Deployment,ai-video-gen,https://clawskills.sh/skills/rhanbourinajd-ai-video-gen,End-to-end AI video generation - create videos from text.
☁️ Hosting & Deployment,aikek,https://clawskills.sh/skills/vvsotnikov-aikek,Access AIKEK APIs for crypto/DeFi research and image generation.
☁️ Hosting & Deployment,aiusd,https://clawskills.sh/skills/chaunceyliu-aiusd,AIUSD trading and account management skill.
☁️ Hosting & Deployment,aiusd-skills,https://clawskills.sh/skills/chaunceyliu-aiusd-skills,AIUSD trading and account management skill.
☁️ Hosting & Deployment,album-cover-generation,https://clawskills.sh/skills/eftalyurtseven-album-cover-generation,Generate professional music album covers using each::sense AI.
☁️ Hosting & Deployment,algorithmic-art,https://clawskills.sh/skills/seanphan-algorithmic-art,Creating algorithmic art using p5.js with seeded randomness.
☁️ Hosting & Deployment,apipick-china-phone-checker,https://clawskills.sh/skills/javainthinking-apipick-china-phone-checker,Validate Chinese mobile phone numbers using the apipick China Phone Checker API.
☁️ Hosting & Deployment,art-philosophy,https://clawskills.sh/skills/nyxur42-art-philosophy,Auto-learns your visual language.
☁️ Hosting & Deployment,ascii-art-generator,https://clawskills.sh/skills/ustc-yxw-ascii-art-generator,"Create ASCII art and text-based visualizations for artistic expression, technical diagrams, or conceptual."
☁️ Hosting & Deployment,atxp,https://clawskills.sh/skills/emilioacc-atxp,"Access ATXP paid API tools for web search, AI image generation, music creation,."
☁️ Hosting & Deployment,beauty-generation-api,https://clawskills.sh/skills/luruibu-beauty-generation-api,FREE AI image generation service for creating.
☁️ Hosting & Deployment,best-image,https://clawskills.sh/skills/pharmacist9527-best-image,Best quality AI image generation (~$0.12-0.20/image)
☁️ Hosting & Deployment,best-image-generation,https://clawskills.sh/skills/evolinkai-best-image-generation,Best quality AI image generation (~$0.12-0.20/image)
☁️ Hosting & Deployment,bex-nano-banana-pro,https://clawskills.sh/skills/bextuychiev-bex-nano-banana-pro,Generate or edit images via Gemini 3 Pro Image on Replicate.
☁️ Hosting & Deployment,breeze,https://clawskills.sh/skills/keeganthomp-breeze,Interact with the Breeze yield aggregator through the x402 payment-gated HTTP API.
☁️ Hosting & Deployment,cad-agent,https://github.com/clawdbot/skills/tree/main/skills/clawd-maf/cad-agent/SKILL.md,Rendering server for AI agents doing CAD work.
☁️ Hosting & Deployment,calorie-visualizer,https://clawskills.sh/skills/vintlin-calorie-visualizer,Local calorie logging and visual reporting (auto-refreshes and returns report image after each log)
☁️ Hosting & Deployment,canva-connect,https://clawskills.sh/skills/coolmanns-canva-connect,"Manage Canva designs, assets, and folders via the Connect API."
☁️ Hosting & Deployment,alter-actions,https://clawskills.sh/skills/olivieralter-alter-actions,Trigger Alter macOS app actions via x-callback-urls.
☁️ Hosting & Deployment,apple-contacts,https://clawskills.sh/skills/tyler6204-apple-contacts,Look up contacts from macOS Contacts.app.
☁️ Hosting & Deployment,apple-find-my-local,https://clawskills.sh/skills/loganprit-apple-find-my-local,"Control Apple Find My app via Peekaboo to locate people, devices, and items (AirTags)"
☁️ Hosting & Deployment,apple-health-skill,https://clawskills.sh/skills/nftechie-apple-health-skill,"Talk to your Apple Health data — ask questions about your workouts, heart rate, activity rings, and fitness trends."
☁️ Hosting & Deployment,apple-mail-search,https://clawskills.sh/skills/mneves75-apple-mail-search,Fast Apple Mail search via SQLite on macOS.
☁️ Hosting & Deployment,apple-music,https://clawskills.sh/skills/tyler6204-apple-music,"Search Apple Music, add songs to library, manage playlists, control."
☁️ Hosting & Deployment,apple-photos,https://clawskills.sh/skills/tyler6204-apple-photos,Apple Photos.app integration for macOS.
☁️ Hosting & Deployment,apple-remind-me,https://clawskills.sh/skills/plgonzalezrx8-apple-remind-me,Natural language reminders that create actual Apple.
☁️ Hosting & Deployment,apple-search-ads-skill,https://clawskills.sh/skills/trebuhs-apple-search-ads-skill,"Manage Apple Search Ads campaigns, ad groups, keywords, and reports via the asa-cli tool."
☁️ Hosting & Deployment,appletv,https://clawskills.sh/skills/lucakaufmann-appletv,Control Apple TV via pyatv.
☁️ Hosting & Deployment,callmac,https://clawskills.sh/skills/jooey-callmac,Remote voice control for Mac from mobile devices using commands like /callmac.
☁️ Hosting & Deployment,clawdbot-macos-build,https://clawskills.sh/skills/manish-basargekar-clawdbot-macos-build,Build the Clawdbot macOS menu bar app.
☁️ Hosting & Deployment,clawdbot-skill-voice-wake-say,https://clawskills.sh/skills/xadenryan-clawdbot-skill-voice-wake-say,Speak responses aloud on macOS.
☁️ Hosting & Deployment,drafts,https://clawskills.sh/skills/nerveband-drafts,Manage Drafts app notes via CLI on macOS.
☁️ Hosting & Deployment,findmy-location,https://clawskills.sh/skills/poiley-findmy-location,Track a shared contact's location via Apple Find.
☁️ Hosting & Deployment,fzf-fuzzy-finder,https://clawskills.sh/skills/arnarsson-fzf-fuzzy-finder,Command-line fuzzy finder for interactive filtering.
☁️ Hosting & Deployment,get-focus-mode,https://clawskills.sh/skills/nickchristensen-get-focus-mode,Get the current macOS Focus.
☁️ Hosting & Deployment,healthkit-sync,https://clawskills.sh/skills/mneves75-healthkit-sync,iOS HealthKit data sync CLI commands and patterns.
☁️ Hosting & Deployment,hergunmac,https://clawskills.sh/skills/ahmetsemsettinozdemirden-hergunmac,Access AI-powered football match predictions.
☁️ Hosting & Deployment,homebrew,https://clawskills.sh/skills/thesethrose-homebrew,Homebrew package manager for macOS.
☁️ Hosting & Deployment,icloud-findmy,https://clawskills.sh/skills/liamnichols-icloud-findmy,Query Find My locations and battery status for family devices.
☁️ Hosting & Deployment,ics-import-on-iphone,https://clawskills.sh/skills/sbhhbs-ics-import-on-iphone,Create calendar events by generating valid .ics files when direct calendar access is unavailable.
☁️ Hosting & Deployment,imessage-signal-analyzer,https://clawskills.sh/skills/terellison-imessage-signal-analyzer,Analyze iMessage (macOS) and Signal conversation history to reveal relationship dynamics — message volume.
☁️ Hosting & Deployment,inkjet,https://clawskills.sh/skills/aaronchartier-inkjet,"Print text, images, and QR codes to a wireless Bluetooth thermal printer."
☁️ Hosting & Deployment,mac-notes-agent,https://clawskills.sh/skills/swancho-mac-notes-agent,Integrate with the macOS Notes app (Apple Notes)
☁️ Hosting & Deployment,mac-tts,https://clawskills.sh/skills/kalijason-mac-tts,Text-to-speech using macOS built-in `say` command.
☁️ Hosting & Deployment,macos-native-automation,https://clawskills.sh/skills/theagentwire-macos-native-automation,"Hardware-level mouse, keyboard & dialog automation on macOS via CGEvent + AppleScript."
☁️ Hosting & Deployment,managing-apple-notes,https://clawskills.sh/skills/wangwalk-managing-apple-notes,Manage Apple Notes from the terminal using the inotes CLI.
☁️ Hosting & Deployment,meow-finder,https://clawskills.sh/skills/abgohel-meow-finder,CLI tool to discover AI tools.
☁️ Hosting & Deployment,mh-apple-reminders,https://clawskills.sh/skills/mohdalhashemi98-hue-mh-apple-reminders,"Manage Apple Reminders via remindctl CLI (list, add, edit, complete, delete)"
☁️ Hosting & Deployment,1,https://clawskills.sh/skills/nastrology-1,Personal knowledge base powered by Ensue for capturing and retrieving.
